i,tau,f_x,f_b,delta_f,dist,rate,maha_x,maha_b,valid,id_gap
2,14.286163330078125,0.9996803395517732,0.001337442971517433,0.9983428965802558,1.5249360988923997,0.0,0.0,0.0,1,0.4066549050622486
2,21.32203483581543,0.9996803395517732,0.0005772032306199772,0.9991031363211532,1.6174331752953492,0.0,0.0,0.0,1,0.0719388508784487
2,31.823041915893555,0.9996803395517732,0.00034228284150530924,0.9993380567102679,1.6860553481966243,0.0,0.0,0.0,1,-0.00035011992302791395
2,47.49574661254883,0.9996803395517732,0.00023731314743343998,0.9994430264043397,1.735434618295645,0.0,0.0,0.0,1,0.16139204373363583
2,70.88719177246094,0.9996803395517732,0.00018345819282571967,0.9994968813589474,1.7701923370025259,0.0,0.0,0.0,1,0.11000676195807058
2,105.79882049560547,0.9996803395517732,0.0001539939627857683,0.9995263455889873,1.794280277121215,0.0,0.0,0.0,1,0.09745696437064327
3,0.010579882189631462,0.9999937054761968,0.9999944124827823,-7.070065854986041e-07,0.05887543507408499,0.0,0.0,0.0,1,0.2948856691484247
3,0.01579042710363865,0.9999937054761968,0.9999945003869811,-7.949107843074898e-07,0.07628714097308237,0.0,0.0,0.0,1,0.25428129223052987
3,0.023567141965031624,0.9999937054761968,0.9999944935677639,-7.880915671165667e-07,0.09580758900979569,0.0,0.0,0.0,1,4.124835645491487e-06
3,0.03517385199666023,0.9999937054761968,0.9999942778881328,-5.72411935961803e-07,0.11720298382766565,0.0,0.0,0.0,1,0.23862457001552728
3,0.05249682068824768,0.9999937054761968,0.9999936928171542,1.2659042591955938e-08,0.14123247575055228,0.0,0.0,0.0,1,0.2740810320595314
3,0.07835126668214798,0.9999937054761968,0.9999924932085321,1.2122676646963981e-06,0.17043025312159724,0.0,0.0,0.0,1,8.458266904765033e-06
3,0.11693891882896423,0.9999937054761968,0.9999900421761588,3.663300037981543e-06,0.20951505352035746,0.0,0.0,0.0,1,0.08435749766826289
3,0.17453081905841827,0.9999937054761968,0.9999847476877373,8.95778845955153e-06,0.2650207372830698,0.0,0.0,0.0,1,2.429615997245893e-05
3,0.2604864537715912,0.9999937054761968,0.9999718815354145,2.1823940782317308e-05,0.34410437477353645,0.0,0.0,0.0,1,-2.2521637671468753e-06
3,0.38877490162849426,0.9999937054761968,0.9999343990893517,5.930638684514822e-05,0.45303417860697776,0.0,0.0,0.0,1,0.3298677229970714
3,0.580244779586792,0.9999937054761968,0.9998123010053621,0.00018140447083470068,0.5958516775863838,0.0,0.0,0.0,1,9.071534111781965e-06
3,0.8660127520561218,0.9999937054761968,0.9993250084949469,0.0006686969812499388,0.773316101014232,0.0,0.0,0.0,1,0.09402815479939353
3,1.2925201654434204,0.9999937054761968,0.9969476088728999,0.0030460966032969106,0.9821253500505703,0.0,0.0,0.0,1,0.012744257832889128
3,1.929080605506897,0.9999937054761968,0.9825909992289059,0.0174027062472909,1.2144266238923431,0.0,0.0,0.0,1,0.16528767993278526
3,2.8791441917419434,0.9999937054761968,0.8926188978373205,0.1073748076388763,1.457860890408759,0.0,0.0,0.0,1,0.0532615754019472
3,4.297110080718994,0.9999937054761968,0.4898868926531533,0.5101068128230435,1.6969602268904156,0.0,0.0,0.0,1,0.24644935680708557
3,6.413417339324951,0.9999937054761968,0.10854165732135727,0.8914520481548396,1.9164117064420583,0.0,0.0,0.0,1,3.4002418768386278e-06
3,9.571996688842773,0.9999937054761968,0.018420856920072032,0.9815728485561248,2.1049405378138677,0.0,0.0,0.0,1,0.06636530579892769
3,14.286163330078125,0.9999937054761968,0.004073365320305341,0.9959203401558915,2.2575341408265746,0.0,0.0,0.0,1,0.22628127442148682
3,21.32203483581543,0.9999937054761968,0.0013022153574646792,0.9986914901187322,2.3750282494999877,0.0,0.0,0.0,1,0.3414140847452926
3,31.823041915893555,0.9999937054761968,0.0005611599915455925,0.9994325454846512,2.462004332980876,0.0,0.0,0.0,1,-0.012942247632206194
3,47.49574661254883,0.9999937054761968,0.0003333473876711806,0.9996603580885256,2.524509705985635,0.0,0.0,0.0,1,7.011483607266555e-06
3,70.88719177246094,0.9999937054761968,0.00023050308443670425,0.9997632023917601,2.5684722871889205,0.0,0.0,0.0,1,0.10669838957084632
